0,0,39,0,77516,1,13,2,3,4,5,6,2174,0,40,7
1,0,50,8,83311,1,13,9,10,11,5,6,0,0,13,7
2,0,38,12,215646,13,9,14,15,4,5,6,0,0,40,7
3,0,53,12,234721,16,7,9,15,11,17,6,0,0,40,7
4,0,28,12,338409,1,13,9,18,19,17,20,0,0,40,21
5,0,37,12,284582,22,14,9,10,19,5,20,0,0,40,7
6,0,49,12,160187,23,5,24,25,4,17,20,0,0,16,26
7,1,52,8,209642,13,9,9,10,11,5,6,0,0,45,7
8,1,31,12,45781,22,14,2,18,4,5,20,14084,0,50,7
9,1,42,12,159449,1,13,9,10,11,5,6,5178,0,40,7
10,1,37,12,280464,27,10,9,10,11,17,6,0,0,80,7
11,1,30,0,141297,1,13,9,18,11,28,6,0,0,40,29
12,0,23,12,122272,1,13,2,3,30,5,20,0,0,30,7
13,0,32,12,205019,31,12,2,32,4,17,6,0,0,50,7
14,1,40,12,121772,33,11,9,34,11,28,6,0,0,40,35
15,0,34,12,245487,36,4,9,37,11,38,6,0,0,45,39
16,0,25,8,176756,13,9,2,40,30,5,6,0,0,35,7
17,0,32,12,186824,13,9,2,41,42,5,6,0,0,40,7
18,0,38,12,28887,16,7,9,32,11,5,6,0,0,50,7
19,1,43,8,292175,22,14,14,10,42,5,20,0,0,45,7
20,1,40,12,193524,43,16,9,18,11,5,6,0,0,60,7
21,0,54,12,302146,13,9,44,25,42,17,20,0,0,20,7
22,0,35,45,76845,23,5,9,40,11,17,6,0,0,40,7
23,0,43,12,117037,16,7,9,37,11,5,6,0,2042,40,7
24,0,59,12,109015,13,9,14,46,42,5,20,0,0,40,7
25,1,56,47,216851,1,13,9,46,11,5,6,0,0,40,7
26,0,19,12,168294,13,9,2,34,30,5,6,0,0,40,7
27,1,54,35,180211,27,10,9,35,11,28,6,0,0,60,48
28,0,39,12,367260,13,9,14,10,4,5,6,0,0,80,7
29,0,49,12,193366,13,9,9,34,11,5,6,0,0,40,7
30,0,23,47,190709,31,12,2,49,4,5,6,0,0,52,7
31,0,20,12,266015,27,10,2,32,30,17,6,0,0,44,7
32,0,45,12,386940,1,13,14,10,30,5,6,0,1408,40,7
33,0,30,45,59951,27,10,9,3,30,5,6,0,0,40,7
34,0,22,0,311512,27,10,9,25,11,17,6,0,0,15,7
35,0,48,12,242406,16,7,2,41,42,5,6,0,0,40,50
36,0,21,12,197200,27,10,2,41,30,5,6,0,0,40,7
37,0,19,12,544091,13,9,51,3,19,5,20,0,0,25,7
38,1,31,12,84154,27,10,9,32,11,5,6,0,0,38,35
39,0,48,8,265477,31,12,9,18,11,5,6,0,0,40,7
40,0,31,12,507875,23,5,9,41,11,5,6,0,0,43,7
41,0,53,8,88506,1,13,9,18,11,5,6,0,0,40,7
42,0,24,12,172987,1,13,9,46,11,5,6,0,0,50,7
43,0,49,12,94638,13,9,44,3,42,5,20,0,0,40,7
44,0,25,12,289980,13,9,2,15,4,5,6,0,0,35,7
45,1,57,45,337895,1,13,9,18,11,17,6,0,0,40,7
46,0,53,12,144361,13,9,9,41,11,5,6,0,0,38,7
47,0,44,12,128354,22,14,14,10,42,5,20,0,0,40,7
48,0,41,0,101603,33,11,9,34,11,5,6,0,0,40,7
49,0,29,12,271466,33,11,2,18,4,5,6,0,0,43,7
50,0,25,12,32275,27,10,9,10,19,52,20,0,0,40,7
51,0,18,12,226956,13,9,2,25,30,5,20,0,0,30,35
52,1,47,12,51835,53,15,9,18,19,5,20,0,1902,60,54
53,1,50,45,251585,1,13,14,10,4,5,6,0,0,55,7
54,0,47,55,109832,13,9,14,10,4,5,6,0,0,60,7
55,1,43,12,237993,27,10,9,46,11,5,6,0,0,40,7
56,0,46,12,216666,56,3,9,41,11,5,6,0,0,40,39
57,0,35,12,56352,33,11,9,25,11,5,6,0,0,40,50
58,0,41,12,147372,13,9,9,3,11,5,6,0,0,48,7
59,0,30,12,188146,13,9,9,41,11,5,6,5013,0,40,7
60,0,30,12,59496,1,13,9,32,11,5,6,2407,0,40,7
61,0,32,35,293936,36,4,24,35,4,5,6,0,0,40,35
62,0,48,12,149640,13,9,9,37,11,5,6,0,0,40,7
63,1,42,12,116632,43,16,9,18,11,5,6,0,0,45,7
64,0,29,12,105598,27,10,14,46,4,5,6,0,0,58,7
65,0,36,12,155537,13,9,9,34,11,5,6,0,0,40,7
66,0,28,12,183175,27,10,14,3,4,5,20,0,0,40,7
67,1,53,12,169846,13,9,9,3,19,5,20,0,0,40,7
68,1,49,55,191681,27,10,9,10,11,5,6,0,0,50,7
69,0,25,35,200681,27,10,2,35,30,5,6,0,0,40,7
70,0,19,12,101509,27,10,2,18,30,5,6,0,0,32,7
71,0,31,12,309974,1,13,44,32,30,17,20,0,0,40,7
72,1,29,8,162298,1,13,9,32,11,5,6,0,0,70,7
73,0,23,12,211678,27,10,2,41,4,5,6,0,0,40,7
74,0,79,12,124744,27,10,9,18,57,5,6,0,0,20,7
75,0,27,12,213921,13,9,2,25,30,5,6,0,0,40,39
76,0,40,12,32214,31,12,9,3,11,5,6,0,0,40,7
77,0,67,35,212759,58,6,9,35,11,5,6,0,0,2,7
78,0,18,12,309634,16,7,2,25,30,5,20,0,0,22,7
79,0,31,47,125927,36,4,9,40,11,5,6,0,0,40,7
80,0,18,12,446839,13,9,2,32,4,5,6,0,0,30,7
81,0,52,12,276515,1,13,9,25,11,5,6,0,0,40,21
82,0,46,12,51618,13,9,9,25,19,5,20,0,0,40,7
83,0,59,12,159937,13,9,9,32,11,5,6,0,0,48,7
84,1,44,12,343591,13,9,14,34,4,5,20,14344,0,40,7
85,0,53,12,346253,13,9,14,32,30,5,20,0,0,35,7
86,1,49,47,268234,13,9,9,49,11,5,6,0,0,40,7
87,0,33,12,202051,22,14,9,18,11,5,6,0,0,50,7
88,0,30,12,54334,23,5,2,32,4,5,6,0,0,40,7
89,1,43,45,410867,43,16,2,18,4,5,20,0,0,50,7
90,0,57,12,249977,33,11,9,18,11,5,6,0,0,40,7
91,0,37,12,286730,27,10,14,34,42,5,20,0,0,40,7
92,0,28,12,212563,27,10,14,41,42,17,20,0,0,25,7
93,0,30,12,117747,13,9,9,32,19,28,20,0,1573,35,35
94,1,34,47,226296,1,13,9,49,11,5,6,0,0,40,7
95,0,29,47,115585,27,10,2,15,4,5,6,0,0,50,7
96,1,48,8,191277,43,16,9,18,11,5,6,0,1902,60,7
97,1,37,12,202683,27,10,9,32,11,5,6,0,0,48,7
98,0,48,12,171095,31,12,14,10,42,5,20,0,0,40,59
99,0,32,45,249409,13,9,2,25,30,17,6,0,0,40,7
100,1,76,12,124191,22,14,9,10,11,5,6,0,0,40,7
101,1,44,12,198282,1,13,9,10,11,5,6,15024,0,60,7
102,0,47,8,149116,22,14,2,18,4,5,20,0,0,50,7
103,0,20,12,188300,27,10,2,46,30,5,20,0,0,40,7
104,0,29,12,103432,13,9,2,34,4,5,6,0,0,40,7
105,1,32,55,317660,13,9,9,34,11,5,6,7688,0,40,7
106,0,17,35,304873,58,6,2,35,30,5,20,34095,0,32,7
107,0,30,12,194901,16,7,2,15,30,5,6,0,0,40,7
108,0,31,47,189265,13,9,2,3,4,5,20,0,0,40,7
109,0,42,12,124692,13,9,9,15,11,5,6,0,0,40,7
110,0,24,12,432376,1,13,2,32,57,5,6,0,0,40,7
111,1,38,12,65324,53,15,9,18,11,5,6,0,0,40,7
112,1,56,8,335605,13,9,9,25,11,5,6,0,1887,50,60
113,0,28,12,377869,27,10,9,32,19,5,20,4064,0,25,7
114,0,36,12,102864,13,9,2,41,30,5,20,0,0,40,7
115,0,53,12,95647,23,5,9,15,11,5,6,0,0,50,7
116,0,56,55,303090,27,10,9,32,11,5,6,0,0,50,7
117,1,49,47,197371,33,11,9,34,11,17,6,0,0,40,7
118,0,55,12,247552,27,10,9,32,11,5,6,0,0,56,7
119,0,22,12,102632,13,9,2,34,4,5,6,0,0,41,7
120,0,21,12,199915,27,10,2,25,30,5,20,0,0,40,7
121,0,40,12,118853,1,13,9,10,11,5,6,0,0,60,7
122,0,30,12,77143,1,13,2,10,30,17,6,0,0,40,61
123,1,29,0,267989,1,13,9,18,11,5,6,0,0,50,7
124,0,19,12,301606,27,10,2,25,30,17,6,0,0,35,7
125,1,47,12,287828,1,13,9,10,19,5,20,0,0,40,7
126,0,20,12,111697,27,10,2,3,30,5,20,0,1719,28,7
127,1,31,12,114937,31,12,9,3,11,5,6,0,0,40,7
128,0,35,35,129305,13,9,9,35,11,5,6,0,0,40,7
129,0,39,12,365739,27,10,14,34,4,5,6,0,0,40,7
130,0,28,12,69621,31,12,2,32,4,5,20,0,0,60,7
131,0,24,12,43323,13,9,2,25,4,5,20,0,1762,40,7
132,0,38,8,120985,13,9,9,34,11,5,6,4386,0,35,7
133,0,37,12,254202,1,13,9,32,11,5,6,0,0,50,7
134,0,46,12,146195,31,12,14,46,4,17,20,0,0,36,7
135,1,38,45,125933,22,14,9,18,11,5,6,0,0,40,62
136,0,43,8,56920,13,9,9,34,11,5,6,0,0,60,7
137,0,27,12,163127,33,11,9,3,19,5,20,0,0,35,7
138,0,20,12,34310,27,10,2,32,30,5,6,0,0,20,7
139,1,49,12,81973,27,10,9,34,11,28,6,0,0,40,7
140,0,61,55,66614,13,9,9,34,11,5,6,0,0,40,7
141,0,27,12,232782,27,10,2,32,30,5,20,0,0,40,7
142,0,19,12,316868,27,10,2,25,30,5,6,0,0,30,39
143,1,45,12,196584,33,11,2,18,4,5,20,0,1564,40,7
144,0,70,12,105376,27,10,2,46,57,5,6,0,0,40,7
145,0,31,12,185814,13,9,2,37,42,17,20,0,0,30,7
